id1	uid1	bw1	ew1	b1	e1	len1	tok1	s1	gid1	id2	uid2	bw2	ew2	b2	e2	len2	tok2	s2	gid2	matches	score
JK000002-ara1.ms30	-1805852600039730088	192	233	920	1126	1451	300	والبهاءم -------اخرجوا ----مءتي الف من الانس وم-ءتي الف من الجن فرفع حتي سمع زجل الملاءكة بالتسبيح في السماء- ثم خفض حتي مست قدما-ه البحر فسمع صوتا يقول لو كان في قلب صاحبكم مثقال ذرة من كبر لخسفت به ابعد مما رفعته حدثنا	3982132961308543232	JK000001-ara1.ms2123	2701023132204355928	0	42	1	215	1568	300	والبهاءم اخرجوا فخرجوا في ماءتي الف من الانس وماءتي الف من الجن فرفع حتي سمع زجل الملاءكة بالتسبيح في السموات ثم خفض حتي مست اقدامه البحر فسمع صوتا----- لو كان في قلب صاحبكم مثقال ذرة من كبر لخسفت به ابعد مما رفعته وقال-	8989071251619580677	189	339.5
JK000002-ara1.ms31	1738864502270254536	101	172	502	868	1503	300	صلي الله عليه وسلم يقول بءس العبد عبد تجبر واعتدي ونسي الجبار الاعلي وبءس العبد عبد تخيل واختال ونسي الكبير المتعال وبءس العبد عبد سهي ولهي ونسي المقابر والبلي وبءس العبد عبد عتي وبغي ونسي البدء -والمنتهي حد-----ثنا ابو عبد الرحمن عبد الله بن ابي ----------------------------------زياد حدثنا سيار عن جعفر بن سليمان ------------------------------------------------------------------------------------------------------عن ثابت قا----ل بلغنا انه قيل يا رسول الله ما اعظم كبر فلان ق-ال اليس بعده الموت حدثنا ابو خيثمة	3982132961308543232	JK000001-ara1.ms2123	2701023132204355928	188	283	986	1491	1568	300	صلي الله عليه وسلم----- بءس العبد عبد تجبر واعتدي ونسي الجبار الاعلي -بءس العبد عبد تجبر واختال ونسي الكبير المتعال -بءس العبد عبد غفل وسها ونسي المقابر والبلي -بءس العبد عبد عتا وبغي ونسي المبدا والمنتهي حديث بءس العبد عبد تجبر واعتدي الحديث اخرجه الترمذي من حديث اسماء بنت عميس بزيادة فيه مع تقديم وتاخير وقال غريب وليس اسناد بالقوي ورواه الحاكم في المستدرك وصححه ورواه البيهقي في الشعب من حديث نعيم بن عمار وضعفه وعن ثابت انه قال بلغنا انه قيل يا رسول الله ما اعظم كبر فلان فقال اليس بعده الموت حديث ثابت بلغنا	8989071251619580677	280	445.5
JK000002-ara1.ms31	1738864502270254536	192	282	950	1418	1503	300	عبد الله بن عمرو ان رسول الله صلي الله عليه وسلم قال ان نوحا------------ لما حضرته الوفاة دعا ابنيه فقال اني قاص عليكم الوصية امركما باثنتين وانهاكما عن اثنتين انهاكما عن الشرك والكبر وامركما بلا اله الا الله فان السماوات والارض-- وما فيهن لو وضعت في كفة الميزان ووضعت لا اله الا الله في الكفة الاخري كانت ارجح منهما ولو ان السماوات والارض-- وما فيهن كانت- حلقة وكانت لا اله الا الله عليهما تقصمهما وامركما بسبحان الله وبحمده فانهما صلاة كل شء وبهما يرزق كل شء حدثنا عبد الرحمن بن صالح	3982132961308543232	JK000001-ara1.ms2124	5590969915665068229	6	95	33	493	1604	300	عبد الله بن عمرو ان رسول الله صلي الله عليه وسلم قال ان نوحا عليه السلام لما حضرته الوفاة دعا ابنيه وقال اني----------------- امركما باثنتين وانهاكما عن اثنتين انهاكما عن الشرك والكبر وامركما بلا اله الا الله فان السم-وات والارضين وما فيهن لو وضعت في كفة الميزان ووضعت لا اله الا الله في الكفة الاخري كانت ارجح منهما ولو ان السم-وات والارضين وما فيهن كانتا حلقة فوضعت لا اله الا الله عليه-ا لقصمتها وامركما بسبحان الله وبحمده فانه-ا صلاة كل شء وبه-ا يرزق كل شء حديث- عبد ال--له بن عمرو	8989071251619580677	427	768.5
JK000002-ara1.ms32	-7744966084538682441	115	218	544	1032	1405	300	-بن ادم --مثلا للدنيا حدثني ابو- عبد الله بن بجير وابو خيثمة قالا حدثنا بن--------- علية عن يونس عن الحسن عن ------عتي عن ابي بن كعب قال ان مطعم -بن ادم ضرب للدنيا مثلا وان قزحه وملحه فقد علم الي ما يصير قال ابو بكر يعني الابزار وملحه الي ما يصير حدثنا اسحاق بن اسماعيل حدثنا----------------------------------------------------------------------------------------------------------------------------------------------------- سفيان عن بن المرتفع سمع بن الزبير في قوله تعالي وفي انفسكم افلا تبصرون قال سبيل الغاءط---- والبول حدثني محمد بن عباد حدثنا غسان بن مالك عن حماد بن سلمة عن الكلبي عن ابي صالح عن بن عباس في قوله تعالي فلينظر الانسان الي طعامه قال الي خرءه	3982132961308543232	JK000001-ara1.ms1895	-5041493787206031262	186	286	886	1383	1445	300	ابن ادم قد ضرب للدنيا مثلا ورواه عبد الله بن احمد في زياداته بلفظ جعل وقال صلي الله علي---ه وسلم ان الله ضرب الدنيا لمطعم ابن ادم مثلا وضرب مطعم ابن ادم---- للدنيا مثلا وان قزحه وم-----------------------------------------------------------------------------------------------لحه حديث ان الله ضرب الدنيا لمطعم ابن ادم مثلا وضرب مطعم ابن ادم للدنيا مثلا الحديث الشطر الاول منه غريب والشطر الاخير هو الذي تقدم من حديث الضحاك بن سفيان ---ان الله ضرب ما يخرج من بني ادم مثلا للدنيا وقال الحسن قد رايتهم يطيبونه بالافاويه والطيب ثم يرمون به حيث رايتم وقد قال الله عز وجل----------------------------------------------------------- فلينظر الانسان الي طعامه قال ابن عباس	8989071251619580677	139	-31.0
JK000002-ara1.ms34	2558895418494366563	0	152	1	812	1487	300	الله عليه وسلم قال اهل النار كل جعظري جواظ مستكبر جماع مناع واهل الجنة الضعفاء المغلوبون حدثنا بن جميل اخبرنا عبد الله اخبرنا هشام بن عرو--------ة عن---- محمد--------- بن المنكدر ان رسو------------ل الله------------------------- صلي الله عليه وسلم قال ان احبكم الينا واقربكم منا في الاخرة احاسنكم اخلاقا وان ابغضكم الينا وابعدكم منا الثرثارون والمتشدقون المتفيهقون المتكبرون قالوا يا رسول الله قد علمنا الثرثارون والمتشدقون فما المتفيهقون قال المتكبرون حدثنا بن جميل اخبرنا عبد الله اخبرنا معمر عن قتادة ولا تصعر خدك للناس قال هو الاعراض ان يكلمك الرجل وانت معرض عنه حدثنا ابو خيثمة حدثنا سليمان بن حيان الاحمر عن ابن عجلان عن عمرو بن شعيب عن ابيه عن جده قال قال رس--------------------------------------------------------------------------------------------------------------------------------------------------------------------------ول الله------- صلي الله عليه وسلم يحشر المتكبرون يوم القيامة---------------------------- ذرا في مثل صور الرجال يعلوهم كل شء من الصغار ثم يساقون الي سجن في جهنم يقال له بولس تعلوهم نار الانيار يسقون من طينة الخبال عصارة اهل النار حدثني محمد	3982132961308543232	JK000001-ara1.ms2124	5590969915665068229	143	298	750	1593	1604	300	الله عليه وسلم---- اهل النار كل جعظري جواظ مستكبر جماع مناع واهل الجنة الضعفاء المقل--ون حديث اهل النار كل جعظري جواظ مستكبر جماع مناع وهي الزيادة عندهما من حديث حارثة بن وهب الخزاعي الا اخبركم باهل النار كل عتل جواظ مستكبر وقال صلي الله عليه وسلم ----ان احبكم الينا واقربكم منا في الاخرة احاسنكم اخلاقا وان ابغضكم الينا وابعدكم منا الثرثارون -المتشدقون المتفيهقون ----------قالوا يا رسول الله قد علمنا الثرثارون والمتشدقون فما المتفيهقون---- المتكبرون حديث-------------------------------------------------------------------------------- ---------------------------------------------------------------ان ا------------------------------------------------------------حبكم الينا واقربكم منا في الاخرة احاسنكم اخلاقا الحديث اخرجه احمد من حديث ابي ثعلبة الخشني بلفظ الي ومني وفيه انقطاع ومكحول لم يسمع من ابي ثعلبة وقد تقدم في رياضة النفس اول الحديث وقال صلي الله عليه وسلم يحشر المتكبرون يوم القيامة في مثل صور الذر تطءهم الناس ذرا في مثل صور الرجال يعلوهم كل شء من ال-غار ثم يساقون الي سجن في جهنم يقال له بولس يعلوهم نار الانيار يسقون من طين -الخبال عصارة اهل النار حديث يحشر-	8989071251619580677	503	728.0
JK000002-ara1.ms34	2558895418494366563	120	268	650	1356	1487	300	يوم القيامة ذرا في مثل صور الرجال يعلوهم كل شء من الصغار ثم يساقون الي سجن في جهنم يقال له بولس تعلوهم نار الانيار يسقون من طينة الخبال عصارة اهل النار حدثني محمد بن عثمان العقيلي حدثنا محمد بن راشد الضرير المنقري عن محمد بن--------- عمر عن ابي سلمة بن عبد الرحمن عن ابي هري-رة قال قال رسول الله صلي الله عليه وسلم يحشر المتكبرون -ال-جبارون يوم القيامة في صور الذر يطءهم الناس لهوانهم علي الله عز وجل حدثنا احمد بن منيع وابو خيثمة قالا حدثنا يزيد بن هارون عن ازهر بن سنان القرشي ----------------------------------------------------------------------------عن محمد بن واسع الازدي قال دخلت علي بلال بن ابي بردة فقلت له يا بلال ان اباك حدثني عن ابيه عن النبي صلي الله عليه وسلم---- قال ان في جهنم واديا يقال له هبهب حقا علي الله عز وجل ان يسكنه كل جبار فاياك يا بلال ان تكون ممن يسكنه وحدثت عن ابي همام	3982132961308543232	JK000001-ara1.ms2125	5788791062558695546	0	115	1	577	1489	300	يوم القيامة ذرا في---- صور الرجال الحديث اخرجه الترمذي من رواية----------------------------------------------------------------------------------------------------------------------------------------------------------------- عمرو بن شعيب عن ابيه عن جده وقال غريب وقال ابو هريرة قال -ال-------نبي صلي الله عليه وسلم يحشر ال-جبارون والمتكبرون يوم القيامة في صور الذر تطءهم الناس نهوا-هم علي الله تعالي حديث ابي هريرة يحشر الجبارون والمتكبرون يوم---------------------------- القيامة في صور الذر الحديث اخرجه البزار هكذا مختصرا دون قوله الجبارون واسناده حسن وعن محمد بن واسع ق-------ال دخلت علي بلال بن ابي بردة فقلت له يا بلال ان اباك حدثني عن ابيه عن النبي صلي الله عليه وسلم انه قال ان في جهنم واديا يقال له هبهب حق- علي الله -------ان يسكنه كل جبار فاياك يا بلال ان تكون ممن يسكنه حديث---- ابي موسي	8989071251619580677	358	553.5
JK000002-ara1.ms35	-5686140053751068249	0	208	1	993	1432	300	نقص من عقله بقدر ما دخل من ذلك قل او كثر حدثني علي بن نصر بن بجير عن شيخ من قريش قال قال الحسن السجود يذهب بالكبر والتوحيد يذهب بالرياء حدثني ابراهيم بن سعيد حدثنا حسين بن محمد حدثنا بن ابي ذءب عن القاسم عن بن عياش عن نافع بن جبير انه قال ان الناس يقولون فيه تيه والله لقد ركبت الحمار ولبست الشملة حدثني محمد بن جعفر حدثنا منصور عن عمار حدثنا عبد الله بن لهيعة عن عبد الله بن هبيرة ان سلمان سءل عن -------السيءة التي لا تنفع معها حسنة -قال الكبر حدثني ابو محمد حدثنا ابراهيم بن زياد حدثنا جعفر بن سليمان عن ثابت قال قيل يا رسول الله ان فلانا عظيم في نفسه قال اليس بعد----------------ه الموت حدثني بشر بن معاذ------------------------------------------------------------------------------ العقدي حدثني محمد بن عبد الله القرشي حدثني ابي قال قال يونس بن عبيد لا كبر مع السجود ولا نفاق مع التوحيد باب الاختيال حدثنا محمد بن بكار حدثنا عبد الرحمن بن ابي الزناد عن ابيه عن الاعرج عن ابي هريرة قال قال رسول الله صلي الله عليه وسلم لا ينظر الله يوم القيامة الي رجل يجر ازاره بطرا وق-------------------------------------------------------------------ال صلي الله عليه وسلم بينما رجل يتبختر في برديه قد اعجبته نفسه -خسف الله به الارض فهو يتجلجل فيها الي يوم القيامة حدثنا بن--	3982132961308543232	JK000001-ara1.ms2126	8320321790552950505	173	299	882	1523	1524	300	نقص من عقله بقدر ما دخل من ذلك--- او كثر و-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------سءل سليمان عن السيءة التي لا تنفع معها حسنة فقال الكبر وقال النع---------------------------------------------مان بن بشير علي المنبر---------- ان للشيطان مصالي وفخوخا وان من مصالي الشيطان وفخوخه البطر بانعم الله والفخر باعطاء الله والكبر علي عباد الله واتباع الهوي في غير ذات الله نسال الله تعالي العفو والعافية في الدنيا والاخرة بمنه وكرمه بيان ذل ا---------------------------------------------------------لاختيال واظهار اثار الكبر في المشي وجر الثياب ق-----------------------------------------------ال رسول الله صلي الله عليه وسلم لا ينظر الله ا------------لي رجل يجر ازاره بطرا حديث لا ينظر الله الي من جر ازاره بطرا متفق عليه من حديث ابي هريرة وقال صلي الله عليه وسلم بينما رجل يتبختر في بردته اذ اعجبته نفسه فخسف الله به الارض فهو يتجلجل فيها الي يوم القيامة حديث بينما	8989071251619580677	305	399.5
JK000002-ara1.ms35	-5686140053751068249	267	300	1273	1431	1432	300	الثمالي قال قال رسول الله صلي الله عليه وسلم يقول القبر للميت حين يوضع فيه ويحك يا -بن ادم ما غرك بي الم تعلم اني بيت الفتنة وبيت الظلمة وبيت الوحدة وبيت الدود---	3982132961308543232	JK000001-ara1.ms3208	3783384798301605489	265	297	1362	1520	1528	300	----الاحياء قال رسول الله صلي الله عليه وسلم يقول القبر للميت حين يوضع فيه ويحك يا ابن ادم ما غرك بي الم تعلم اني بيت الفتنة وبيت الظلمة وبيت الوحدة وبيت الدود ما	8989071251619580677	150	285.0
JK000002-ara1.ms36	6971044360228848846	218	288	1034	1361	1416	300	صلي الله عليه وسلم من جر ثوبه خيلاء لم ينظر الله عز وجل اليه يوم القيامة حدثنا اسحاق بن اسماعيل حدثنا سفيان قال سمعناه من زيد بن اسلم قال دخلت علي عبد الله بن عمر فمر به عبد الله -بن واقد وعليه ثوب جديد فسمعته يقول اي بني ارفع ازارك فاني سمعت رسول الله صلي الله عليه وسلم يقول لا ينظر الله عز وجل الي من جر ازاره خيلاء حدثنا ابو	3982132961308543232	JK000001-ara1.ms2127	-7319051951946161688	15	70	76	333	1474	300	صلي الله عليه وسلم من جر ثوبه خيلاء لا ينظر الله -------اليه يوم القيامة وقال-------------------------------------------- زيد بن اسلم---- دخلت علي ا--------بن عمر فمر به عبد الله ابن واقد وعليه ثوب جديد فسمعته يقول اي بني ارفع ازارك فاني سمعت رسول الله صلي الله عليه وسلم يقول لا ينظر الله -------الي من جر ازاره خيلاء حديث ابن-	8989071251619580677	244	433.0
JK000002-ara1.ms36	6971044360228848846	79	191	381	919	1416	300	الاهتم يريد المقصورة وعليه جباب خز قد نضد بضعها فوق بعض علي ساقه وانفرج عنها قبا-ه وهو يمشي يتبختر اذ نظر اليه الحسن نظرة فقال اف لك شامخ بانفه ثاني عطفه مصعر خده ينظر في عطفيه اي حميق انت تنظر في عطفيك في نعم غير مشكورة ولا مذكورة غير الماخوذ بامر الله عز وجل فيها ولا المءدي حق الله منها والله ان يمشي احدهم طبيعته ان يتخلج تخلج المجنون في كل عضو من اعضاءه لله نعمة وللشيطان به لعنة فسمع -بن الاهتم فرجع يعتذر فق-----ال لا تعتذر الي وتب الي ربك عز وجل اما سمعت قول الله عز وجل ولا تمش في الارض مرحا انك لن تخرق الارض ولن تبلغ الجبال طولا حدثنا	3982132961308543232	JK000001-ara1.ms2128	8315785361403596786	2	109	11	534	1483	300	الاهتم يريد المقصورة وعليه جباب خز قد نضد بعضها فوق بعض علي ساقه وانفرج عنها قباءه وهو يمشي يتبختر اذ نظر اليه الحسن نظرة فقال اف اف شامخ بانفه ثاني عطفه مصعر خده ينظر في عطفيه اي حميق انت تنظر في عطفيك في نعم غير مشكورة ولا مذكورة غير الماخوذ بامر الله------- فيها ولا المءدي حق الله منها والله ان يمشي احد-- طبيعته--- يتخلج تخلق المجنون في كل عضو من اعضاءه لله نعمة وللشيطان به لفتة فسمع ابن الاهتم فرجع يعتذر اليه فقال لا تعتذر الي وتب الي ربك------- اما سمعت قول الله تعالي ول-ا تمش في الارض مرحا انك لن تخرق الارض ولن تبلغ الجبال طولا ومر--	8989071251619580677	496	932.0
JK000002-ara1.ms37	-6025348424526682980	259	300	1232	1423	1424	300	رسول الله صلي الله عليه وسلم---- يوما علي كفه ثم وضع اصبعه عليه وقال يقول الله عز وجل بن ادم اني تعجزني وقد خلقتك من مثل هذه حتي اذا سويتك وعدلتك مشيت بين بردين وللارض منك وءيد جمعت ومنعت حتي اذا-----	3982132961308543232	JK000001-ara1.ms2127	-7319051951946161688	108	147	502	697	1474	300	رسول الله صلي الله عليه وسلم بصق يوما علي كفه و--وضع اصبعه عليه وقال يقول الله تعالي ابن ادم ا---تعجزني وقد خلقتك من مثل هذه حتي اذا سويتك وعدلتك مشيت بين بردين وللارض منك وءيد جمعت ومنعت حتي اذا بلغت	8989071251619580677	178	323.0
JK000002-ara1.ms37	-6025348424526682980	4	91	15	439	1424	300	بالحسن شاب عليه بزة له حسنة فدعاه فقال ب----ن ادم معجب بشبابه معجب بجماله كان القبر قد واري بدنك وكانك قد لاقيت عملك يا ويحك داو قلبك فان حاجة الله عز وجل الي العباد صلاح قلوبهم حدثني ابو الحسن الشيباني حدثني شيخ لنا ان عمر -بن عبد العزيز حج قبل ان يستخلف فنظر اليه طاوس وهو يختال في مشيته فغمز جنبه باصبعه وقا--ل ليست هذه مشية من في بطنه خر-ء فقال عمر كالمعتذر يا عمر--- ضرب كل عضو مني علي هذه المشية حتي تعلمتها حدثنا احمد بن ابراهيم	3982132961308543232	JK000001-ara1.ms2128	8315785361403596786	110	191	535	922	1483	300	بالحسن شاب عليه بزة له حسنة فدعاه فقال له ابن ادم معجب بشبابه محب لشماءله كان القبر قد واري بدنك وكانك قد لاقيت عملك--- ويحك داو قلبك فان حاجة الله -------الي العباد صلاح قلوبهم وروي ----------------------------------ان عمر ابن عبد العزيز حج قبل ان يستخلف فنظر اليه طاوس وهو يختال في مشيته فغمز جنبه باصبعه ثم قال ليست هذه مشية من في بطنه خراء فقال عمر كالمعتذر يا عم لقد ضرب كل عضو مني علي هذه المشية حتي تعلمتها وراي م-حمد بن واسع---	8989071251619580677	348	621.0
JK000002-ara1.ms4	-2503558379488720277	0	21	1	113	1482	300	لهم جناحك وذلل لهم قلبك ولسانك واعلم انه من اخاف لي وليا فقد بارزني بالمحاربة ثم انا الثاءر له يوم القيامة حدثنا	3982132961308543232	JK000001-ara1.ms1887	8514726050835361017	177	198	967	1078	1633	300	لهم جناحك وذلل لهم قلبك ولسانك واعلم انه من اخاف لي وليا فقد بارزني بالمحاربة ثم انا الثاءر له يوم القيامة وخطب-	8989071251619580677	107	205.0
JK000002-ara1.ms4	-2503558379488720277	103	248	508	1233	1482	300	الله --------------بن مسعود قال كونوا ينابيع العلم مصابيح الهدي احلاس البيوت سرج الليل جدد القلوب خلقان الثياب تعرفون في اهل السماء وتخفون في اهل الارض حدثنا اسحاق بن اسماعيل حدثنا سفيان بن عيينة عن ابي خالد قال قال عمر بن الخطاب رضي الله عنه كونوا اوعية الكتاب وينابيع العلم وسلوا الله رزق يوم بيوم وعدوا انفسكم مع الموتي ولا يضركم الا يكثر لكم حدثنا اسحاق بن ابراهيم حدثنا بن المبارك عن يحيي بن ايوب عن عبيد الله بن زحر عن علي بن يزيد عن القاسم عن ابي امامة قال قال رسول الله صلي الله عليه وسلم -قال الله------ ان اغبط اولياءي عندي مءمن خفيف الحاذ ذو حظ من صلاة احسن عبادة ربه واطاعه في السر وكان غامضا في الناس لا يشار اليه بالاصابع فمن صبر علي ذلك قال ثم نقر رسول الله صلي الله عليه وسلم بيده وقال عجلت منيته وقل تراثه وقلت بواكيه حدثنا اسحاق	3982132961308543232	JK000001-ara1.ms2010	-5535505109329751777	15	101	73	512	1523	300	الله فاعطاني وقال ابن مسعود كون----وا ينابيع العلم مصابيح الهدي احلاس البيوت سرج الليل جدد القلوب خلقان الثياب تعرفون في اهل السماء وتخفون في اهل الارض وقال ابو----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- امامة ق----ال رسول الله صلي الله عليه وسلم يقول الله تعالي ان اغبط اولياءي عبد- مءمن خفيف الحاذ ذو حظ من صلاة احسن عبادة ربه واطاعه في السر -كان غامضا في الناس لا يشار اليه بالاصابع ثم- صبر علي ذلك قال ثم نقر رسول الله صلي الله عليه وسلم بيده فقال عجلت منينه وقل تراثه وقلت بواكيه حديث ابي---	8989071251619580677	396	725.5
JK000002-ara1.ms5	-770913751400207896	53	148	242	706	1448	300	عبد الله بن عمرو قال---------------- احب عباد الله الي الله الغرباء قيل ومن الغرباء قال الفرارون بدينهم يج-معون يوم القيامة الي عيسي بن مريم عليه السلام حدثنا محمد بن علي بن شقيق حدثنا ابراهيم بن الاشعث قال سمعت الفضيل يقول--- بلغني ان الله تعالي يقول للعبد في بعض منته التي من بها علي----ه الم انعم عليك الم اعطك الم استرك الم الم الم اخمد ذكرك قال وسمعته يق---------و-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ل ان قدرت---- ان لا تعرف فافعل وما عليك ا--لا تعرف وما عليك ا--لا يثني عليك وما عليك ان تكون مذموما عند الناس اذا كنت محمودا عند الله عز---	3982132961308543232	JK000001-ara1.ms2010	-5535505109329751777	118	271	608	1362	1523	300	عبد الله بن عمر رضي الله تعالي عنهما احب عباد الله الي الله الغرباء قيل ومن الغرباء قال الف-ارون بدينهم يجتمعون يوم القيامة الي ------المسيح عليه الس------------------------------------------------------لام وقال الفضيل بن عياض بلغني ان الله تعالي يقول------ في بعض ما ي------من به- علي عبده الم انعم عليك ال---------م استرك ال--------م اخمل ذكرك وكان الخليل بن احمد يقول اللهم اجعلني عندك من ارفع خلقك واجعلني عند نفسي من اوضع خلقك واجعلني عند الناس من اوسط خلقك وقال الثوري وجدت قلبي يصلح بمكة والمدينة مع قوم غرباء اصحاب قوت وعناء وقال ابراهيم بن ادهم ما قرت عيني يوما في الدنيا قط الا مرة بت ليلة في بعض مساجد قري الشام وكان بي البطن فجرني المءذن برجلي صلي الله عليه وسلم حتي اخرجني من المسجد وقال الفضيل ان قدرت علي ان لا تعرف فافعل وما عليك ان لا تعرف وما عليك ان لا يثني عليك وما عليك ان تكون مذموما عند الناس اذا كنت محمودا عند الله تعالي	8989071251619580677	335	534.5
JK000002-ara1.ms6	8855567342330237503	243	271	1223	1358	1500	300	ابراهيم بن ادهم قال --------------ما فزت في الدنيا قط الا مرة بت ليلة في بعض مساجد قري الشام وكان في البطن فجر --المءذن -رجلي------------------- حتي اخرجني من المسجد حدثنا	3982132961308543232	JK000001-ara1.ms2010	-5535505109329751777	206	239	1055	1217	1523	300	ابراهيم بن ادهم---- ما قرت عيني يوما في---- الدنيا قط الا مرة بت ليلة في بعض مساجد قري الشام وكان بي البطن فجرني المءذن برجلي صلي الله عليه وسلم حتي اخرجني من المسجد وقال-	8989071251619580677	119	200.0
JK000002-ara1.ms7	8066908738080087799	17	107	72	502	1426	300	انس بن مالك عن رسول الله صلي الله عليه وسلم ا----------------------------نه قال- حسب امرء من الشر الا من عصمه الله عز وجل ان يشير الناس اليه بالاصابع في دينه ودنيا-----------------ه حدثنا اسحاق بن------------------------------------------------------------------------ البهلول التنوخي حدثنا بن ابي فديك حدثنا محمد بن سليمان الاخنسي عن عبد الواحد بن ابي كثير عن جابر بن عبد الله قال رسول الله صلي الله عليه وسلم بحسب المرء من الشر الا من عصم- الله عز --وجل ان يشير------ اليه بالاصابع في دينه ودنياه ان الله لا ينظر الي صوركم ولكن ينظر الي قلوبكم واعمالكم اه--	3982132961308543232	JK000001-ara1.ms2006	-6537563790453070956	84	175	442	886	1520	300	---------------------انس رضي الله ع----------نه قال رسول الله صلي الله عليه وسلم حسب امرء من الشر------------------------ ان يشير الناس اليه بالاصابع في دينه ودنياه الا من عصمه الله حديث انس حسب امرء من الشر الا من عصمه ان يشير الناس اليه بالاصابع في دينه ودنياه اخرجه البيهقي في الشعب بسند ضعيف وقال------------------------------------------------------------ جابر بن عبد الله قال رسول الله صلي الله عليه وسلم بحسب المرء من الشر الا من عصمه الله من السوء ان يشير الناس اليه بالاصابع في دينه ودنياه ان الله لا ينظر الي صوركم ولكن ينظر الي قلوبكم واعمالكم حديث	8989071251619580677	264	406.5
JK000002-ara1.ms7	8066908738080087799	151	177	718	844	1426	300	يا ابا سعيد ان الناس اذا راوك اشاروا اليك بالاصابع -قال انه لم يعن بهذا هذا -انما عني به به المبتدع في دينه والفاسق في دني حدثني-	3982132961308543232	JK000001-ara1.ms2006	-6537563790453070956	275	299	1398	1519	1520	300	يا ابا سعيد ان الناس اذا راوك اشاروا اليك بالاصابع فقال انه لم يعن----- هذا وانما عني ---به المبتدع في دينه والفاسق في دنياه وقال	8989071251619580677	112	193.0
JK000002-ara1.ms7	8066908738080087799	193	240	916	1149	1426	300	تبذل ل-ا تش-هر ولا ترفع شخصك لتذكر وتعلم -اكتم واصمت تسلم تسر الابرار وتغيظ الفجار حدثني احمد بن ابراهيم حدثنا احمد بن كردوس حدثنا مخلد بن الحسين عن ابي بكر بن الفضل قال سمعت ايوب --------يقو---ل ما صدق الله عبد الا سره ان لا يشعر بمكانه وبه حدثنا	3982132961308543232	JK000001-ara1.ms2007	757163648153689343	4	46	19	236	1483	300	تبذل ولا تشتهر ولا ترفع شخصك لتذكر وتعلم واكتم واصمت تسلم تسر الابرار وتغيظ الفجار وقال--------- ابراهيم ابن ادهم رحمه الله ما صدق الله من احب الشهرة وقال-------------------- ايوب السختياني والله ما صدق الله عبد الا سره ان لا يشعر بمكانه وعن خالد-	8989071251619580677	149	200.5
JK000002-ara1.ms8	-8425236251289491114	223	254	1087	1241	1448	300	خالد بن معدان انه كان اذا كثرت حلقته قام مخافة الشهرة حدثنا اسحاق بن اسماعيل حدثنا جرير عن ليث عن ابي العالية انه كان اذا جلس اليه اكثر من ثلاثة قام حدثنا	3982132961308543232	JK000001-ara1.ms2007	757163648153689343	46	69	232	345	1483	300	خالد بن معدان انه كان اذا كثرت حلقته قام مخافة الشهرة و----------------------------------------عن ابي العالية انه كان اذا جلس اليه اكثر من ثلاثة قام وراي-	8989071251619580677	108	194.0
