align_len	b1	b2	bw1	bw2	ch_match	e1	e2	ew1	ew2	gid1	gid2	id1	id2	len1	len2	matches	matches_percent	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	w_match	series_b1	series_b2
558	293	154	56	30	134	723	481	141	94	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2028	Shia000204Vols-ara1.ms072	1522	1556	171	30.64516129032258	م--ا لو أرضعت جدة ولد الانسان أو إحدى نساء جده ولده بلب------------ن جده الرضاع المعتبر فإن أم الرضيع تحرم على زوجها أبي المرتضع لأنها------------------------------- من جملة أولاد صاحب اللبن إن قلنا إن أبا المرتضع لا يجوز له أن ينكح في أولاد صاحب اللبن وسيأتي أن الرضاع كما يحرم سابقا يحرم لاحقا ويوجب انفساخ عتد من يحكم بتحريمها فينبغي التفطن لهذا------------ فإنه مما يغفل عنه قوله وهل ينكح أولاده الذين لم يرتضعوا---------------------------------------------------------- الخ هذا متفرع على ما قبله فإن قلنا إن أولاد صاحب اللبن------------- وأولاد المرضعة	وكذا لو أرضعت --الولد بعض------------ نساء جده لأمه بلبنه وإن لم تكن جدة الرضي-------------------------------------------------ع لأن زوجة أب الرضيع المرتضع خ ل حينئذ من جملة أولاد صاحب اللبن------------------------------------------------------------------------------------------------------------------------------------------- فينبغي التنبه التنبيه خ ل لذلك فإنه مما يعقل عنه قوله وهل ينكح أولاده الذين لم يرتضعوا الخ اختلف الأصحاب في أن أخا المرتضع وأخته من النسب هل يحل نكاحهما -----------------------------لأولاد صاحب اللبن ولادة ورضاعا وأولاد المرضعة	171.0	2028	72	300	300	-6488607521852828078	-3721231519349496482	24	Shia000163Vols-ara1	Shia000204Vols-ara1
334	904	1037	173	196	163	1143	1364	226	265	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2028	Shia000204Vols-ara1.ms072	1522	1556	213	63.772455089820355	الأخ من حيث ---هم إخوة الأخ لا يحرمون على الأخ وإنما يحرمون من حيث هم إخوة------ لأن الانسان لو كان له أخ --------------------------------------------------------------------------------------من أبيه وأخت من أمه جاز لأخيه المذكور نكاح أخته إذ لا نسب بينهما يحرم وإنما تحرم أخت الأخ إذا كانت أختا لمن يحرم عليه من الأب أو من الأم وهنا	الأخ من حيث كونها أخ--تا له لا تحرم-- على الأخ وإنما تحرم-- من حيث كونها أختا له لأن الإنسان لو كان له أخ الثالثة لو تزوج رضيعة فأرضعتها امرأته حرمتا إن كان دخل بالمرضعة وإلا حرمت المرضعة حسب من أبيه وأخت من أمه جاز لأخيه المذكور نكاح أخته إذ لا نسب بينهما محرم وإنما تحرم أخت الأخ إذا كانت أختا لمن يحرم عليه من الأب أو من الأم ومن -	367.5	2028	72	300	300	-6488607521852828078	-3721231519349496482	42	Shia000163Vols-ara1	Shia000204Vols-ara1
967	307	886	61	161	545	1215	1657	228	300	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2034	Shia000204Vols-ara1.ms073	1609	1657	668	69.07962771458118	المصاهرة يتعلق أيضا بالنسب -------------------------------فإن أم الزوجة من النسب حرام وقد حكم صلى الله عليه وآله وسلم بأن الرضاع يصير كالنسب فهو يقتضي ما ذكرناه من التحريم ومثله بنت الزوجة من النسب فإنها حرام فكذا تحرم بنتها من الرضاع وكذا القول في زوجة ال------ابن من الرضاع وزوجة الأب من الرضاع لأن الأبوة والبنوة قد تثبت بالرضاع فيشملها ما دل على تحريم الحليلة وما ذكروه من المصاهرة التي لا يتعدى إليها --تحريم -الرضاع هي المصاهرة الناشئة بالرضاع نظير المصاهرة الحادثة بالنكاح مثل كون المرأة أما للزوجة فإن هذا الوصف يتحقق بنكاح بنت امرأة فيثبت فيه التحريم فإذا ارتضع طفل--------- رضاعا محرما صارت المرضعة بمنزلة الزوجة لأبي المرتضع من حيث إنها أم ابنه فأمها بمنزلة أم الزوجة وأختها بمنزلة أخت الزوجة وهكذا ومثل هذا لا يتعدى إليه التحريم إلا ما استثني سابقا مما ورد فيه النص وهذا بخلاف المصاهرة في ا-------لأول فإ--نها ليست ناشئة عن الرضاع بل عن النكاح الصحيح وإنما الناشئ عن الرضاع هو البنوة مثلا فلما تحققت لزم الحكم الناشئ عن النكاح وهو كون منكوحته حليلة ابنه -	المصاهرة يتعلق بها التحريم من الرضاع لأنها ترجع إلى النسب فإن أم الزوجة من النسب حرام فكذا من الرضاع وكذا ب------------------------------------------------------------------------نت الزوجة من النسب فإنها حرام فكذا تحرم بنتها من الرضاع وكذا القول في زوجة الأب والابن من الرضاع---------------------------------------------------------------------------------------- وما ذكروه من المصاهرة التي لا يتعدى إليها التحريم بالرضاع هي المصاهرة الحاصلة بالرضاع نظير المصاهرة الحاصلة بالنكاح مثل كون المرأة أما للزوجة فإن هذا الوصف يتحقق بنكاح بنت امرأة فيثبت فيه التحريم وإذا ارتضع طفل عن امرأة رضاعا محرما صارت المرضعة بمنزلة الزوجة لابن المرتضع-------------------- فأمها بمنزلة أم الزوجة وأختها بمنزلة أخت الزوجة وهكذا ومثل هذا لا يتعدى إليه التحريم إلا ما استثني سابقا ب-----------النص----- بخلاف المصاهرة في الأولى الأول خ فإنها ليست ناشئة عن الرضاع بل عن النكاح الصحيح وإنما الناشئ عن الرضاع هو البنوة مثلا فلما تحققت لزم الحكم الناشئ عن النكاح وهو كون منكوحته حليلة الابن	1200.5	2034	73	298	300	256871616796275648	2222972982336254497	109	Shia000163Vols-ara1	Shia000204Vols-ara1
422	1244	1	224	0	260	1658	352	300	65	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2035	Shia000204Vols-ara1.ms075	1658	1612	323	76.54028436018957	التعاقب لأن الكبيرة وإن خرجت عن الزوجية بإرضاع الأولى أولا------ إلا أن الثانية قد صارت بنت من كانت زوجته وسيأتي تحقيقه وإن لم يكن دخل بالكبيرة فلا يخلو إما أن ترضعهما دفعة أو متعاقبتين فإن كان الأول-- بأن أعطت في الرضعة الأخيرة كل واحدة ثديا وارتوتا دفعة واحدة انفسخ عقد الجميع لتحقق الجمع بين الأم وبنتيها بالعقد واختص التحريم بالكبيرة لأنها أم زوجته وله تجديد العقد على من شاء من الأختين وإن أرضعتهما على التعاقب انفسخ	التعاقب لأن الكبيرة وإن خرجت عن الزوجية بإرضاع الأولى مع التعاقب إلا أن الثانية قد صارت بنت من كانت زوجت--------------ه وإن لم يكن دخل بالمرضعة------------------------------------------ فإن ارتضعا جملة بأن أعطت في الرضع--------ة كل واحدة ثديا وارتويا جمل------ة انفسخ عقد الجميع لتحقق الجمع بين الأم وبنت-ها بالعقد واختص التحريم بالكبيرة لأنها أم زوجته وله تجديد العقد على من شاء من الأختين وإن أرضعتهما على التعاقب انفسخ	564.5	2035	75	300	300	6393135135957279950	-2492915058171681810	55	Shia000163Vols-ara1	Shia000204Vols-ara1
206	1	352	0	65	140	207	530	37	97	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2036	Shia000204Vols-ara1.ms075	1595	1612	172	83.49514563106796	نكاح الكبيرة والأولى خاصة لتحقق الجمع المحرم فيهما وبقي نكاح الثانية لأن الكبيرة لم تصر لها أما حتى انفسخ عقدها فلم يتحقق الجمع المحرم ويبقى حل الصغيرة الأولى موقوفا على مفارقة الثانية كما في كل أخت للزوجة	نكاح الكبيرة والأولى خاصة لتحقق الجمع المحرم ويبقى----- نكاح الثانية لأن الكبيرة لم تصر لها أما حتى انفسخ عقدها وي-----------------------بقى حل الصغيرة الأولى موقوفا على مفارقة الثانية كما في كل أخت للزوجة	331.0	2036	75	300	300	-4937020092959835808	-2492915058171681810	30	Shia000163Vols-ara1	Shia000204Vols-ara1
673	266	626	49	116	271	792	1132	144	208	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2037	Shia000204Vols-ara1.ms074	1570	1657	335	49.77711738484398	-الشيخ في النهاية وابن الجنيد لخروج الصغيرة عن الزوجية إلى البنتية وأم البنت غير محرمة على أبيها خصوصا على القول باشتراط بقاء المعنى المشتق منه في صدق الاشتقاق كما هو رأي جمع من الأصوليين ولرواية------------------------------------------------------------------------------------------------------------------------------------------------- علي بن مهزيار عن أبي جعفر عليه السلام قال قيل له إن رجلا تزوج بجارية صغيرة فأرضعتها امرأته ثم أرضعتها امرأته الأخرى فقال ابن شبرمة حرمت عليه الجارية وامرأتاه فقال أبو جعفر عليه السلام أخطأ ابن شبرمة حرمت عليه الجارية وامرأته التي أرضعتها أولا فأما الأخيرة -لم تحرم عليه كأنها أرضعت ابنتها وهذه الرواية نص في الباب لكنها ضعيفة السند	والشيخ في النهاية لا--------- تحر-م الصغيرة من الزوجية إلى البنتية --------------------------------------------------------------------------------------------------------------------------------فإن عقد الصغيرة ينفسخ بإرضاع الأولى وتصير بنتا ولا يصدق عليها وقت الرضاع الثانية أنها زوجة عرفا ولا شرعا ويعضده أصالة الإباحة وما رواه الكليني عن علي بن مهزيار عن أبي جعفر عليه السلام قال سئل لو أن رجلا تزوج جا-رية صغيرة فأرضعتها امرأته ثم أرضعتها امرأة له أخرى فقال ابن شبرمة حرمت عليه الجارية وامرأتاه فقال أبو جعفر عليه السلام أخطأ ابن شبرمة حرمت عليه الجارية وامرأته التي أرضعتها أولا فأما الأخيرة فلم تحرم عليه------------------- وهذه الرواية وإن كانت--------- ضعيفة السند	461.5	2037	74	294	300	-6356199598849169931	5470882867036128904	52	Shia000163Vols-ara1	Shia000204Vols-ara1
338	1036	879	197	161	147	1357	1115	255	208	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2047	Shia000204Vols-ara1.ms075	1572	1612	184	54.437869822485204	ولو تجرد العقد من الوطء الخ أما تحريمها على أبيه بمجرد العقد فلعموم قوله تعالى عربي القرآن الكريم النساء وحلائل أبنائكم الشامل للمدخول بهن وغيرهن وقوله تعالى عربي القرآن الكريم النساء ولا تنكحوا مما نكح آباؤكم والنكاح حقيقة في العقد كما تقدم----------------- ولو قيل إنه حقيقة في الوطء أو مشترك فالآية الأولى كافية إذ لا قائل بالفرق وأما	ولو تجرد العقد عن الوطئ حرمت أ------مها عليه عينا لي الأصح ا--------------------------------------------------------------------لمدخول بهن وغيرهن وقوله تعالى-------------------------- ولا تنكحوا -ما نكح آباؤكم والنكاح حقيقة في العقد على ما سبق قال في المسالك ولو قيل إنه حقيقة في الوطء أو مشترك فالآية الأولى كافية إذ لا قائل بالفرق وهو -	289.0	2047	75	296	300	3838417945351790194	-2492915058171681810	30	Shia000163Vols-ara1	Shia000204Vols-ara1
339	264	473	45	92	192	593	754	108	151	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2048	Shia000204Vols-ara1.ms076	1640	1469	243	71.68141592920354	وقال ابن أبي عقيل منا وبعض العامة لا تحرم الأمهات إلا مع الدخول ببناتهن كالبنات وجعلوا الدخول المعتبر-- في الآية متعلقا بالمعطوف والمعطوف عليه جميعا ولصحيحة-- جميل بن دراج وحماد بن عثمان عن الصادق ع------ليه السلام قال الأم والبنت سواء إذا لم يدخل بها يعني إذا تزوج المرأة ثم طلقها قبل أن يدخل بها فإنه إن شاء تزوج أمها وإن شاء ابنتها وفي	وقال ابن أبي عقيل---------------- لا تحرم الأمهات إلا مع الدخول ببناتهن كالبنات ويدل عليه ما رواه الشيخ في ا------------------------------------------لصحيح عن جميل بن دراج وحماد بن عثمان عن أبي عبد الله عليه السلام قال الأم والبنت سواء إذا لم يدخل بها يعني إذا تزوج المرأة ثم طلقها قبل أن يدخل بها فإنه إن شاء تزوج أمها وإن شاء ابنتها وفي	438.0	2048	76	300	300	-8407716786834814397	5403744369953954535	48	Shia000163Vols-ara1	Shia000204Vols-ara1
472	339	90	65	18	163	618	556	119	112	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2050	Shia000204Vols-ara1.ms079	1530	1523	206	43.64406779661017	من روايات كثيرة منها صحيح--ة أبي الصباح عن أبي عبد الله عليه السلام في الرجل يكون لبعض ولده جارية وولده صغار حينئذ هل يصلح أن يطأها فقال يقومها قيمة عدل ثم يأخذها ويكون لولده عليه ثمنها وفي تعدي الحكم إلى الجد وجهان أجودهما---------------------------------------------------------------------------------------------------------------------------------------------------------------------- ذلك لاشتراكهما في المعنى و-------------------------لا فرق بين كون الأب مليا وعدمه	ما رواه الكليني في الصحيح عن أبي الصباح عن أبي عبد الله عليه السلام في الرجل يكون ببعض ولده جارية وولده صغار------ هل يصلح أن يطأها فقال يقومها قيمة عدل ثم يأخذها ويكون لولده عليه ثمنها وفي الحسن عن عبد الرحمان بن الحجاج عن أبي الحسن موسى عليه السلام قال قلت له الرجل يكون لابنه جارية أله أن يطأها فقال يقومها على نفسه قيمة ويشهد على نفسه بثمنها أحب إلي وذكر جمع من الأصحاب أنه لا يشترط في ذلك وجود المصلحة للطفل بل يكفي انتفاء المفسدة وأنه لا فرق بين كون الأب مليا وعدمه	331.5	2050	79	300	300	-5228578336095861698	3578403857602884152	37	Shia000163Vols-ara1	Shia000204Vols-ara1
143	347	424	65	92	106	489	566	96	123	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2052	Shia000204Vols-ara1.ms080	1578	1468	136	95.1048951048951	علي بن جعفر قال سألت أخي موسى عليه السلام عن الرجل يتزوج المرأة على عمتها أو خالتها قال لا بأس لأن الله عز وجل قال وأحل لكم ما وراء ذلكم وأما -	علي بن جعفر قال سألت أخي موسى عليه السلام عن الرجل يتزوج المرأة على عمتها أو خالتها قال لا بأس إ-ن الله عز وجل قال وأحل لكم ما وراء ذلكم وقريب	260.0	2052	80	299	300	-5508506187518487518	3424059615263482187	29	Shia000163Vols-ara1	Shia000204Vols-ara1
601	641	293	124	57	217	1009	885	194	173	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2052	Shia000204Vols-ara1.ms081	1578	1584	277	46.089850249584025	وعن محمد بن مسلم عنه-------- عليه السلام أيضا-------- قال لا تزوج ابنة الأخ ولا ابنة الأخت على العمة ولا على الخالة بغير إذنه--ما وتتزوج الخالة وال-عمة على ابنة الأخ وابنة الأخت بغير إذنهما والتقييد بعدم الإذن يعطي التسويغ معه وفي حديث------------------------------------------------------------------------------------------------------------------------------- علي بن جعفر السابق---------------------------------------------------------------------------------- وقال تزوج العمة والخالة على ابنة الأخ وابنة الأخت ولا تزوج بنت الأخ والأخت على العمة والخالة إلا برضا منهما فمن فعل فنكاحه باطل وفي -----	-عن محمد بن مسلم عن أبي جعفر عليه السلام نحو ذلك فإنه قال لا تنكح ابنة الأخ و---ابنة الأخت على عمتها ولا على --خالتها إلا بإذنهما و-تنكح ال-عمة والخالة على ابنة الأخ وابنة الأخت بغير إذنهما ولنا أيضا ما رواه الكليني عن أبي عبيدة الحذاء قال سمعت أبا جعفر عليه السلام يقول لا تنكح المرأة على عمتها ولا على خالتها إلا بإذن العمة والخالة وما رواه الشيخ بسند معتبر عن علي بن جعفر عن أخيه موسى بن جعفر عليهما السلام قال سألته عن المرأة تزوج على عمتها وخالتها قال لا بأس وقال تزوج العمة والخالة على ابنة الأخ و-بنت الأخت ولا تزوج بنت الأخ والأخت على العمة والخالة إلا برضا منهما فمن فعل فنكاحه باطل وبالجملة	417.0	2052	81	299	300	-5508506187518487518	4959698843353655106	47	Shia000163Vols-ara1	Shia000204Vols-ara1
460	708	704	130	135	183	1037	1139	192	217	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2053	Shia000204Vols-ara1.ms082	1626	1591	232	50.43478260869565	أدخ-ل العمة والخالة علي بنت الأخ والأخت صح وإن لم ترض- المدخول عليه-ا وقد علمت بذلك ولكن ي---شترط علم الداخلة بكون المدخول عليها زوجة وإلا لم يصح والمصنف أطلق------- الجواز وهو محمول على رضا الداخلة ثم على تقدير جهله-------------------------------------------------------------------------------------------------------------ا بالحال -هل يقع العقد-- باطلا أم يتوقف عقد الداخلة على رضاها أم عقدها وعقد المدخول عليها أوجه أوجهها الوسط لأن -جواز -----عقد الداخلة	إدخال العمة والخالة على بنت الأخ والأخت -----------رضا المدخول عليهما وهو كذ-----لك ولكن هل يشترط علم الداخلة بكون المدخول عليها بنت أخ أو بنت أخت------- أطلق الأكثر الجواز ولم يشترطوا ذلك وجزم العلامة في جملة من كتبه باعتبار هذا الشرط ومستنده غير واضح ثم إن قلنا باعتباره فلو أدخلت العمة أو الخالة على بنت الأخ أو الأخت جاهلا بالحال فهل يقع --عقدها باطلا أم يتوقف عقد الداخلة على رضاها أم عقدها وعقد المدخول عليها أوجه أوجهها الأول لأن إلحاق ذلك بعقد الفضولي	336.0	2053	82	300	300	6151122602952399660	6875218593673262484	30	Shia000163Vols-ara1	Shia000204Vols-ara1
1163	227	19	42	4	348	1314	647	246	124	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2054	Shia000204Vols-ara1.ms083	1594	1571	441	37.91917454858126	بالمنع هنا لأن توقف إدخال الحرة الصغيرة بالعقد على السابقة يقتضي --توقفها لو ك-----انت أمة بطريق أولى لما فيه من زيادة امتهان الكبيرة بالأمة عادة ويمكن منع الأولوية---- من حيث عدم استحقاق الأمة للاستمتاع وللتوقف مجال وهل يفرق في العمة والخالة بين الدنيا والعليا وجهان من اطلاقهما عليهما فتدخل في العموم ومن الشك في كونه بطريق الحقيقة لصحة السلب ولا ريب أن الاحتياط بالعموم أنسب لاشتراكهما في العلة الموجبة للحكم ولو تزوج بنت الأخ أو بنت الأخت على العمة أو الخالة من غير إذنهما كان العقد باطلا وقيل كان للعمة والخالة الخيار في إجازة العقد وفسخه أو فسخ عقدهما بغير طلاق والاعتزال والأول أصح قوله ولو تزوج بنت الأخ----------- الخ إذا تزوج العمة أو الخالة أولا ثم عقد علي بنت الأخ أو ال----أخت فإن كان------ بإذن الأوليين فلا بحث---------------------- وإن كان بغير إذنهما ففيه---- أقوال أحدها بطلان عقد الداخلة من غير أن يتأثر عقد الأولى وهذا هو الذي اختاره المصنف---------- أما بقاء عقدها على حاله في اللزوم فلانعقاده لازما فيستصحب إذ لم يقع بعده- ما يوجب تأثره وإنما المنهي عنه هو الطاري فيكون البحث فيه وأما بطلان عقد الداخلة فل------لنهي عنه في الأخبار السابقة المقتضي للفساد وللتصريح به في رواية علي بن جعفر عن أخيه موسى عليه السلام حيث قال فمن فعل فنكاحه -باطل	بالملك---- لأن توقف إدخال ا---------------لحرة على ال--إذن يقتضي التوقف-- لو كانت كانت أمة بطريق أولى لكن في ثبوت ا------------------------------------------لأولوية نظر من حيث عدم استحقاق الأمة للاستمتاع وط--------------------------------------------------------------------------------------------------------------------ريق------------------------------ الاحتياط واض---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ح قوله ولو كان عنده العمة أو الخالة الخ إذا كانت العمة أو الخالة عنده --فعقد على بنت الأخ أو بنت الأخت فإن كان العقد بإذن العمة أو الخالة صح وقد تقدم الكلام فيه وإن كان بغير إذنهما فللأصحاب أقوال أحدها بطلان عقد الداخلة من غير أن يتأثر عقد الأولى وهذا هو الذي اختاره المصنف رحمه الله أما بقاء عقدها على-------- اللزوم فلانعقاده لازما -يستمر إلى أن يثبت وقوع ما يقتضي تزلزل-----------------------------------------ه وأما بطلان عقد الداخلة فلتعلق النهي به ولقول الكاظم عليه السلام في ال--------------------رواية علي بن جعفر--------------------------------- فمن فعل فنكاحها باطل	597.5	2054	83	300	300	-5132003615414791445	-3637816692247464072	67	Shia000163Vols-ara1	Shia000204Vols-ara1
212	1029	386	199	71	107	1216	573	231	104	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2055	Shia000204Vols-ara1.ms084	1580	1625	130	61.32075471698113	تزلزل العقدين السابق والطاري وهذا هو الذي حكاه المصنف قولا واقتصر عليه وهو م-ذهب الشيخين وأتباعهما لوقوع العقدين------------------------ صحيحين أما الأول فظاهر وأما الثاني فلأنه صدر من أهله في محله جامعا لشرائطه	تزلزل العقدين السابق والطارئ وهذا هو الذي حكاه المصنف قولا واقتصر عليه وإليه ذهب الشيخان وأتباعهما واستدل له في المختلف بأن العقد الطارئ صحيح في نفسه لصدوره------------------------- من أهله في محله جامعا لشرائطه	209.0	2055	84	300	300	8198011548945814188	-7034009028301922901	18	Shia000163Vols-ara1	Shia000204Vols-ara1
1184	164	1096	32	212	285	1299	1571	245	300	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2056	Shia000204Vols-ara1.ms083	1563	1571	353	29.81418918918919	تزلزل العقد الطاري خاصة بحيث يقع موقوفا على رضا العمة أو الخالة مع -كون عقدهما لازما اختاره----------- جملة المتأخرين-------------- ونقلوه عن المصنف---------- والموجود في كتابه ومختصره اختيار القول الأول خاصة إلا أن يريد بالبطلان وقوفه على الإجازة وإرادة ذلك غير معلومة من اطلاق اللفظ والدليل السابق على البطلان ينافيه وبه صرح ابن إدريس لكن مع مخالفة تأتي أما لزوم عقدهما فقد علم و-أما تزلزل الطاري من غير أن يكون باطلا فلعموم عربي القرآن الكريم المائدة أوفوا بالعقود فإن المتنازع فيه إذا تعقبه رضا من يعتبر رضاه اندرج في هذا العموم فوجب الحكم بصحته فقبل الرضا لا يكون فاسدا وإلا لم ينقلب صحيحا ولا نعني بالموقوف إلا ذلك ولأنه عقد صدر بدون رضا من يعتبر رضاه في صحته فكان كالفضول- وقد تقدم صحة---- الفضول- في النكاح وهنا- أولى وأما الزنا فإن كان طارئا لا ينشر الحرمة كمن تزوج بامرأة ثم زنى بأمها أو بنتها أو لاط بأخيها أو ابنها أو أبيها أو زق بمملوكة أبيه الموطوءة أو ابنه فإن ذلك كله لا يحرم السابقة وإن كان الزنا سابقا على العقد فالمشهور تحريم بنت العمة والخالة إذا زنى بأمها أما الزنا بغيرهما هل ينشر حرمة المصاهرة كالوطي الصحيح فيه روايتان إحداهما ينشر وهي أوضحها طريقا والأخرى لا ينشر لأن المدخول عليها ليس لها أولوية مباشرة العقد بل الرضا به بخلاف الزوجة في عق-د ----الفضولي فإن	تزلزل العقد الطارئ خاصة بحيث يقع موقوفا على رضا العمة والخ--الة مع بقاء عقده-ا لازما اختاره العلامة في جملة من كتبه وجمع من الأصحاب ونقل-- عن المصنف رحمه الله والموجود في كتابيه الجزم بالبطلان ----------------إلا أن يريد بالبطلان وقوفه على الإجازة وهو -------غير معلوم ---------------------------------------------------------------------------------------أما لزوم عقدهما فلما سبق وأما تزلزل العقد الطارئ ف------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------لأنه عقد صدر بدون رضا من يعتبر رضا--------ه فكان كالفضولي وقد تقدم صحة عقد الفضولي مع الإجازة فهذا أولى--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- لأن المدخول عليها ليس لها------- مباشرة العقد بل الرضا به بخلاف الزوجة المعقود عليها فضولا فإن	517.5	2056	83	296	300	2761212816714864221	-3637816692247464072	50	Shia000163Vols-ara1	Shia000204Vols-ara1
1061	621	508	115	103	283	1414	1251	264	242	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2057	Shia000204Vols-ara1.ms087	1598	1513	354	33.364750235626765	الله عليه وآله وسلم لا يفسد الحرام الحلال و------------------------------------لرواية زرارة عن أبي جعفر عليه السلام ومحمد بن مسلم عن أبي عبد الله عليه السلام وفيهما أنه ما حرم حرام حلالا قط وأنه لا يحرم الحلال الحرام وقد اختلفوا فيما إذا تقدم الزنا عل--------ى العقد هل ينشو حرمة المصاهرة كالصحيح بمعنى تحريم ما حرمه الصحيح من الأم والبنت وعل-------------------ى الأب والابن ونحو ذلك فالأكثرون ومنهم الشيخ وأتباعه وأكثر المتأخرين على التحريم ل-------------------------------------------------------------------------------------------------------لأخبار الصحيحة الكثيرة الدالة عليه كصحيحة محمد بن مسلم عن أحدهما عليهما السلام أنه سئل عن رجل يفجر بالمرأة أيتزوج ابنتها قال لا ولكن إن كانت عنده امرأة ثم فجر بأمها أو أختها لم تحرم عليه التي عنده وصحيحة---------------------------------------------------------- منصور بن حازم عن-------- الصادق عليه السلام قال في رجل كان بينه وبين امرأة فجور هل يتزوج ابنتها قال إن كا---ن قبلة و--شبهها فليتزوج ابنتها وإن كان جماعا فلا يتزوج ابنتها وليتزوجها هي--- وفي معناها صحيحة العيص عن----------------------------ه عليه السلام	قوله عليه السلا---م لا يفسد الحرام الحلال إذا كان هكذا لكن لا أعلم بمضمون هذه الرواية قائلا وفي طريقها محمد بن الفضيل وهو مشترك بين الثقة والضعيف و--------------------------------------------------------------------------اختلف الأصحاب في أن-- الزنا المتقدم على العقد هل ينشر حرمة المصاهرة كالصحيح بمعنى تحر-م ما حرمه الصحيح من الأم والبنت وتحريم موطوءة الابن على الأب وبالعكس فذهب ----ال----------------------------أكثر إلى أنه ينشر حرمة المصاهرة كالعقد الصحيح وقال المفيد والمرتضى وابن إدريس لا ينشر واختاره المصنف رحمه الله والمعتمد الأول لنا الأخبار ال--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------مستفيضة وقد أوردنا طرفا ومنها ما رواه الكليني في الصحيح عن منصور بن حازم عن أبي عبد ال--له عليه السلام---- في رجل كان بينه وبين امرأة فجور هل يتزوج ابنتها قال إن كان من قبلة أو شبهها فليتزوج ابنتها وإن كان جماع- فلا يتزوج ابنتها وليتزوجها هي صا وفي -----الصحيح عن عيص بن القاسم قال سألت أبا عبد الله عليه السلام	345.5	2057	87	300	300	-1837511552468200148	708584448924684540	48	Shia000163Vols-ara1	Shia000204Vols-ara1
224	1419	9	265	2	123	1593	232	299	45	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms2057	Shia000204Vols-ara1.ms088	1598	1522	156	69.64285714285714	أم المزني بها وبنتها من الرضاعة تحرم بذلك فمن النسب أولى ويدل على--------------- الأولى صحيحة------------------------- محمد بن مسلم عن أحدهما عليهما السلام في---------- رجل فجر بامرأة أيتزوج أمها من الرضاعة أو ابنتها قال لا	أم المزني بها وبنتها من الرضاعة تحرم بذلك فمن النسب أولى أما الثانية فظاهرة وأما الأولى فلما رواه الكليني في الصحيح عن محمد بن مسلم عن أحدهما عليهما السلام قال سألته عن رجل فجر بامرأة أيتزوج أمها من الرضاعة أو بن-تها قال لا	267.0	2057	88	300	300	-1837511552468200148	3464184175968442997	29	Shia000163Vols-ara1	Shia000204Vols-ara1
