align_len	b1	b2	bw1	bw2	ch_match	e1	e2	ew1	ew2	gid1	gid2	id1	id2	len1	len2	matches	matches_percent	s1	s2	score	seq1	seq2	series_b1	series_b2	tok1	tok2	uid1	uid2	w_match
203	1	897	0	178	119	203	1054	40	208	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0411	Shamela0009783-ara1.completed.ms0327	1518	1524	149	73.39901477832512	فما الذي يصدقو-ني به أو يأمنوني عليه بعد هذا إنا هدنا إليك الأعراف فلم يزل موسى يناشد ربه عز وجل ويطلب إليه حتى رد إليهم أرواحهم فطلب إليه التوبة لبني إسرائيل من عبادة العجل فقال لا إلا أن يقتلوا أنفسهم	فما الذي يصدقونني به---------------------------------------------- فلم يزل موسى يناشد ربه ويسأله ويطلب إليه حتى رد إليهم أرواحهم وطلب إليه التوبة لبني إسرائيل من عبادة العجل فقال لا إلا أن يقتلوا أنفسهم	274.0	411	327	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-7459721470509171227	-5002052856177766126	27
911	359	4	73	1	654	1243	873	245	173	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0411	Shamela0009783-ara1.completed.ms0328	1518	1549	819	89.90120746432491	الله تعالى موسى أن يأتيه في ناس من بني إسرائيل يعتذرون إليه من عبادة العجل ووعدهم موعدا فاختار موسى من قومه سبعين رجلا على عينه ثم ذهب بهم ليعتذروا فلما أتوا ذلك المكان قالوا لن نؤمن لك حتى نرى الله جهرة البقرة فإنك قد كلمته فأرناه فأخذتهم الصاعقة فماتوا فقام موسى يبكي ويدعو الله ويقول رب ماذا أقول لبني إسرائيل إذا أتيتهم وقد أهلكت خيارهم رب لو شئت أهلكتهم من قبل وإياي أتهلكنا بما فعل السفهاء منا الأعراف فأوحى الله -------إلى موسى إن هؤلاء السبعين ممن اتخذ العجل فذلك حين يقول موسى إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء الأعراف- إنا هدنا إليك الأعراف------- وذلك قوله------ وإذ قلتم يا موسى لن نؤمن لك حتى نرى الله جهرة فأخذتكم الصاعقة البقرة------ ثم إن الله جل ثناؤه أحياهم فقاموا وعاشوا رجلا رجلا ينظر بعضهم إلى بعض كيف يحيون فقالوا يا موسى أنت تدعو الله فلا تسأله شيئا إلا أعطاك فادعه يجعلنا أنبياء فدعا الله تعالى فجعلهم أنبياء فذلك قوله ثم بعثناكم من بعد موتكم البقرة ولكنه قدم حرفا وأخر حرفا	الله --أمر موسى أن يأتيه في ناس من بني إسرائيل يعتذرون إليه من عبادة العجل ووعدهم موعدا فاختار موسى--- قومه سبعين رجلا على عينه ثم ذهب بهم ليعتذروا فلما أتوا ذلك المكان قالوا لن نؤمن لك حتى نرى الله جه-------رة فإنك قد كلمته فأرناه فأخذتهم الصاعقة فماتوا فقام موسى يبكي ويدعو الله ويقول رب ماذا أقول لبني إسرائيل إذا أتيتهم وقد أهلكت خيارهم رب لو شئت أهلكتهم من قبل وإياي أتهلكنا بما فعل السفهاء منا-------- فأوحى الله عز وجل إلى موسى أن هؤلاء السبعين ممن اتخذ العجل فذلك حين يقول موسى إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء إلى قوله إنا هدنا إليك يقول تبنا إليك وذلك قوله تعالى وإذ قلتم يا موسى لن نؤمن لك حتى نرى الله جهرة فأخذتكم الصاعقة والصاعقة نار ثم إن الل---------ه أحياهم فقاموا وعاشوا رجلا رجلا ينظر بعضهم إلى بعض كيف يحيون فقالوا يا موسى أنت تدعو الله فلا تسأله شيئا إلا أعطاك فادعه يجعلنا أنبياء فدعا الله------ فجعلهم أنبياء فذلك قوله ثم بعثناكم من بعد موتكم------- ولكنه قدم حرفا وأخر حرفا	1529.5	411	328	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-7459721470509171227	6334450637515260720	156
323	349	298	71	60	153	627	612	130	126	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0414	Shamela0009783-ara1.completed.ms0074	1463	1464	201	62.22910216718266	حدثني به محمد بن عمرو قال حدثنا أبو عاصم قال حدثنا عيسى عن ابن أبي نجيح عن مجاهد في قول الله عز وجل وأنزلنا عليكم المن البقرة قال المن صمغ---------------------------------------ة حدثنا المثنى قال حدثنا أبو حذيفة قال حدثنا شبل عن ابن أبي نجيح عن مجاهد مثله حدثنا الحسن بن يحيى قال أنا عبد الرزاق قال أنا معمر------ عن قتادة	حدثنا--- محمد بن عمرو قال حدثنا أبو عاصم قال حدثنا عيسى عن ابن أبي نجيح عن مجاهد في قو----له عز وجل وخلق منها زوجها قال حواء من قصيرى آدم وهو ناعم فاستيقظ فقال أثا بالنبطية امرأة حدثنا المثنى قال حدثنا أبو حذيفة قال حدثنا شبل عن ابن أبي نجيح عن مجاهد مثله حدثنا --بشر بن معاذ قال حدثنا يزيد بن زريع قال حدثنا سعيد عن قتادة	337.0	414	74	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	6417189996304768451	4869304958546459265	40
155	1374	80	266	16	112	1529	227	300	48	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0032	1529	1496	144	92.90322580645162	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثني موسى بن هارون---- حدثنا عمرو بن حماد حد----ثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	278.0	415	32	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-3841214855454434499	30
164	1374	1052	266	211	119	1529	1216	300	246	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0057	1529	1493	153	93.29268292682927	حدثني موسى بن هارون--------- قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثنا موسى بن هارون الهمداني قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	295.0	415	57	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	6140921868310797887	31
169	1370	1313	265	262	122	1529	1482	300	298	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0059	1529	1491	157	92.89940828402366	-ذلك حدثني موسى بن هارون--------- قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	بذلك حدثنا موسى بن هارون الهمداني قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	298.0	415	59	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-2735635725648978569	31
155	1374	337	266	73	120	1529	492	300	107	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0063	1529	1425	154	99.35483870967742	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	307.0	415	63	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-2610094873228402617	33
164	1370	586	265	119	122	1529	749	300	154	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0065	1529	1475	157	95.73170731707317	ذل-----ك حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	-لاعصينك حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	309.0	415	65	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-4578073073651633829	33
170	1359	479	262	99	131	1529	649	300	137	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0066	1529	1425	169	99.41176470588235	ذكر من قال ذلك حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	ذكر من قال ذلك حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	337.0	415	66	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-1791315930605029016	37
199	1346	850	260	169	128	1529	1042	300	212	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0070	1529	1451	166	83.41708542713567	السلوى سلواة ذكر من قال---- ذلك حد----ثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ا--------بن مسعود وعن ناس	السلف------- ذكر بعض من روي ذلك عنه حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن عبد الله بن مسعود وعن ناس	307.5	415	70	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	2122295721823978361	34
155	1374	489	266	100	120	1529	644	300	134	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0073	1529	1439	154	99.35483870967742	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	307.0	415	73	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-8924210365105229603	33
165	1374	19	266	4	120	1529	184	300	39	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0075	1529	1453	154	93.33333333333333	حدثني موسى بن هارون--------- قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن -ناس	حدثني موسى بن هارون الهمداني قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن أناس	293.0	415	75	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-7459388684280684392	31
152	1380	519	267	100	107	1529	664	300	132	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0079	1529	1448	139	91.44736842105263	-موسى بن هارون قال- حدثني عمرو -بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	وموسى بن هارون قالا حدثنا عمرو ابن حماد عن------- أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	252.0	415	79	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-8848691737311375135	27
174	1370	71	265	14	123	1529	245	300	52	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0098	1529	1484	158	90.80459770114942	ذلك--- حدثني--- موسى بن هارون--------- قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	ذلك ما حدثني به موسى بن هارون الهمداني قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	294.0	415	98	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	6113148194757629151	31
168	1374	524	266	103	110	1529	679	300	137	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0175	1529	1486	141	83.92857142857143	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح -عن ------------ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن -------------أبي صالح وعن أبي مالك عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	272.0	415	175	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	4435996100220953213	28
169	1374	612	266	124	110	1529	768	300	158	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0177	1529	1490	141	83.4319526627219	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح -عن ------------ابن عباس وعن مرة الهمداني عن ابن مسعود وعن -ناس	حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن -------------أبي صالح وعن أبي مالك عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن اناس	267.0	415	177	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-7313463919361450366	27
155	1374	919	266	196	120	1529	1074	300	230	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0202	1529	1407	154	99.35483870967742	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	307.0	415	202	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-686116381841996149	33
170	1359	905	262	186	125	1529	1074	300	224	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0206	1529	1461	162	95.29411764705881	ذكر من قال ذلك حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	ذكر من قال ذلك حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن عبد الله -وعن ناس	315.0	415	206	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-8035353782626195511	36
171	1363	132	263	27	124	1529	303	300	64	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0223	1529	1503	161	94.15204678362574	---من قال ذل--ك حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	عكرمة قال الحذف حدثنا موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	311.5	415	223	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-784939499570219933	33
180	1353	312	261	59	131	1529	491	300	99	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0225	1529	1542	170	94.44444444444444	سلواة ذكر---- من قال ذلك حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	-شباب ذكر بعض من قال ذلك حدثنا موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	328.5	415	225	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-5774660914588823178	35
155	1374	69	266	16	120	1529	224	300	50	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0227	1529	1427	154	99.35483870967742	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	307.0	415	227	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-8464681230649982217	33
155	1374	57	266	10	120	1529	212	300	44	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0230	1529	1513	154	99.35483870967742	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	307.0	415	230	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-3524794020006150119	33
163	1366	1016	264	200	105	1529	1155	300	231	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0295	1529	1503	136	83.43558282208589	قال ذلك حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	قال -ما حدثنا موسى بن هارون قال حد-----------------------ثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	261.0	415	295	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-2068587427990516407	28
172	1374	988	266	195	118	1529	1160	300	232	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0330	1529	1477	152	88.37209302325581	حدثني موسى بن هارون--------- قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ا--------بن مسعود وعن ناس	حدثنا موسى بن هارون الهمداني قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن عبد الله بن مسعود وعن ناس	283.5	415	330	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	9027934820798930834	30
155	1374	196	266	35	120	1529	351	300	69	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0352	1529	1528	154	99.35483870967742	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثني موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	307.0	415	352	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	7589042003524048256	33
164	1374	514	266	107	119	1529	678	300	142	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0457	1529	1439	153	93.29268292682927	حدثني موسى بن هارون--------- قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثنا موسى بن هارون الهمداني قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	295.0	415	457	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-5138917600386452128	31
155	1374	149	266	32	119	1529	304	300	66	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0469	1529	1489	153	98.70967741935483	حدثني موسى بن هارون قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	حدثنا موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	304.0	415	469	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	1937962494424146948	32
190	1353	931	261	187	132	1529	1118	300	227	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0415	Shamela0009783-ara1.completed.ms0824	1529	1469	171	90.0	سلوا-----ة ذكر من قال ذلك حدثني موسى بن هارون--------- قال حدثني عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	---المدينة ذكر من قال ذلك حدثنا موسى بن هارون الهمداني قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة الهمداني عن ابن مسعود وعن ناس	325.0	415	824	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3264690351800451466	-3231874693167437939	35
324	262	298	50	60	145	506	598	100	123	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0416	Shamela0009783-ara1.completed.ms0074	1494	1464	191	58.95061728395061	حدثني محمد بن عمرو قال حدثنا أبو عاصم قال حدثنا عيسى عن ابن أبي نجيح عن مجاهد------------------------------- قال -------------------------------------السلوى طا----------ئر حدثني المثنى قال حدثنا أبو حذيفة قال حدثنا شبل عن ابن أبي نجيح عن مجاهد السلوى طير حدثني المثنى قال ثنا إسحاق قال --ثنا إسماعيل بن عبد الكريم قال حدثني	حدثنا محمد بن عمرو قال حدثنا أبو عاصم قال حدثنا عيسى عن ابن أبي نجيح عن مجاهد في قوله عز وجل وخلق منها زوجها قال حواء من قصيرى آدم وهو ناعم فاستيقظ فقال أثا بالنبطية امرأة حدثنا المثنى قال حدثنا أبو حذيفة قال حدثنا شبل عن ابن أبي نجيح عن مجاهد ------مثله حدثنا بشر بن ---------معاذ قال حدثنا ---يزيد بن ------زريع قال حدثنا	265.0	416	74	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-5132381688416033861	4869304958546459265	33
924	58	698	13	134	676	956	1571	183	300	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms0417	Shamela0009783-ara1.completed.ms0329	1549	1571	838	90.6926406926407	فاذهب أنت وربك فقاتلا إنا هاهنا قاعدون المائدة فغضب موسى فدعا عليهم -قال رب إني لا أملك إلا نفسي وأخي فافرق بيننا وبين القوم الفاسقين المائدة فكانت عجلة من موسى عجلها فقال الله تعالى فإنها محرمة عليهم أربعين سنة يتيهون في الأرض المائدة فلما ضرب عليهم التيه ندم موسى وأتاه قومه الذين كانوا معه يطيعونه فقالوا له ما صنعت بنا يا موسى فلما ندم أوحى الله------- إليه أن لا تأس على القوم الفاسقين أي لا تحزن على القوم الذين سميتهم فاسقين فلم يحزن فقالوا يا موسى -كيف لنا بماء ه-هنا أين الطعام فأنزل الله عليهم المن فك--------ان يسقط على --شجر الترنجبين والسلوى وهو طير يشبه السمانى فكان يأتي أحدهم فينظر إلى الطير -إن كان سمينا ذبحه وإلا أرسله فإذا سمن أتاه فقالوا هذا الطعام فأين الشراب فأمر موسى فضرب بعصاه الحجر فانفجرت منه اثنتا عشرة عينا فشرب كل سبط من عين فقالوا هذا الطعام والشراب فأين الظل فظلل عليه-----م الغمام فقالوا هذا الظل فأين اللباس فكانت ثيابهم تطول معهم كما تطول الصبيان ولا يتخرق لهم ثوب فذلك قوله وظللنا عليكم	فاذهب أنت وربك فقاتلا إنا هاهنا قاعدون-------- فغضب موسى فدعا عليهم فقال رب إني لا أملك إلا نفسي وأخي فافرق بيننا وبين القوم الفاسقين وك--------انت عجلة من موسى عجلها فقال الله------ فإنها محرمة عليهم أربعين سنة يتيهون في الأرض ف--------لما ضرب عليهم التيه ندم موسى وأتاه قومه الذين كانوا معه يطيعونه فقالوا له ما صنعت بنا يا موسى فلما ندم أوحى الله عز وجل إليه أ--لا تأس------------------- أي لا تحزن على القوم الذين سميتهم فاسقين فلم يحزن فقالوا يا موسى فكيف لنا بماء هاهنا أين الطعام فأنزل الله عليهم المن والسلوى فكان يسقط على الشجر الترنجبين والسلوى وهو طير يشبه السمانى فكان يأتي أحدهم فينظر إلى الطير فإن كان سمينا ذبحه وإلا أرسله فإذا سمن أتاه فقالوا هذا الطعام فأين الشراب فأمر موسى فضرب بعصاه الحجر فانفجرت منه اثنتا عشرة عينا يشرب كل سبط من عين فقالوا هذا الطعام والشراب فأين الظل فظلل الله عليهم الغمام فقالوا هذا الظل فأين اللباس فكانت ثيابهم تطول معهم كما تطول الصبيان ولا يتخرق لهم ثوب فذلك قوله وظللنا عليهم	1585.5	417	329	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	515959894416809218	1282603444308134397	150
